toi,tid,coverage_status,product_count,sectors,error
2109.01,392476080,available,2,TESS Sector 52;TESS Sector 79,
2110.01,394029948,available,25,TESS Sector 14;TESS Sector 17;TESS Sector 18;TESS Sector 20;TESS Sector 21;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 47;TESS Sector 48;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2111.01,356235833,available,3,TESS Sector 25;TESS Sector 26;TESS Sector 52,
2113.01,1400212743,available,5,TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 79;TESS Sector 80,
2114.01,9828416,available,3,TESS Sector 52;TESS Sector 53;TESS Sector 79,
2115.01,54464870,not_found,0,,
2116.01,422838133,available,3,TESS Sector 24;TESS Sector 25;TESS Sector 52,
2117.01,279212407,available,1,TESS Sector 52,
2118.01,17416749,available,2,TESS Sector 51;TESS Sector 78,
2119.01,236387002,available,5,TESS Sector 24;TESS Sector 25;TESS Sector 51;TESS Sector 52;TESS Sector 78,
2120.01,389900760,available,8,TESS Sector 18;TESS Sector 24;TESS Sector 25;TESS Sector 52;TESS Sector 58;TESS Sector 78;TESS Sector 85;TESS Sector 86,
2128.01,21832928,available,4,TESS Sector 25;TESS Sector 26;TESS Sector 52;TESS Sector 79,
2134.01,75878355,available,8,TESS Sector 26;TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 79;TESS Sector 80,
2134.02,75878355,available,8,TESS Sector 26;TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 79;TESS Sector 80,
2136.01,336128819,available,7,TESS Sector 26;TESS Sector 40;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 80;TESS Sector 81,
2138.01,336267424,available,9,TESS Sector 14;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 80;TESS Sector 81,
2141.01,287256467,available,4,TESS Sector 25;TESS Sector 26;TESS Sector 52;TESS Sector 79,
2145.01,88992642,available,6,TESS Sector 26;TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 79;TESS Sector 80,
2146.01,158916431,available,3,TESS Sector 40;TESS Sector 52;TESS Sector 53,
2147.01,341630071,available,6,TESS Sector 40;TESS Sector 47;TESS Sector 53;TESS Sector 60;TESS Sector 73;TESS Sector 74,
2148.01,233569098,available,11,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55,
2150.01,230267547,available,2,TESS Sector 52;TESS Sector 53,
2151.01,23389848,available,2,TESS Sector 40;TESS Sector 53,
2152.01,395393265,available,7,TESS Sector 58;TESS Sector 59;TESS Sector 73;TESS Sector 78;TESS Sector 79;TESS Sector 85;TESS Sector 86,
2153.01,406855039,available,28,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2154.01,428787891,available,7,TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 59;TESS Sector 60;TESS Sector 79;TESS Sector 86,
2155.01,461591646,available,8,TESS Sector 52;TESS Sector 53;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 78;TESS Sector 79;TESS Sector 86,
2156.01,258402425,available,3,TESS Sector 40;TESS Sector 53;TESS Sector 80,
2157.01,298495970,available,2,TESS Sector 53;TESS Sector 79,
2158.01,342642208,available,2,TESS Sector 40;TESS Sector 53,
216.01,55652896,available,43,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 98,
216.02,55652896,available,43,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 98,
2161.01,366563452,available,20,TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 47;TESS Sector 50;TESS Sector 52;TESS Sector 53;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2162.01,284564230,available,17,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 49;TESS Sector 50;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83,
2164.01,49967354,available,2,TESS Sector 40;TESS Sector 53,
2167.01,160162987,available,8,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 52;TESS Sector 53;TESS Sector 73;TESS Sector 74;TESS Sector 79,
2168.01,364075352,available,3,TESS Sector 40;TESS Sector 52;TESS Sector 53,
217.01,260043723,available,34,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96,
2171.01,75656058,available,6,TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 74;TESS Sector 79;TESS Sector 80,
2172.01,76197937,available,6,TESS Sector 40;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 79;TESS Sector 80,
2173.01,293567206,available,3,TESS Sector 40;TESS Sector 47;TESS Sector 52,
2179.01,237913194,available,7,TESS Sector 104;TESS Sector 28;TESS Sector 29;TESS Sector 68;TESS Sector 69;TESS Sector 95;TESS Sector 96,
2180.01,298663873,available,40,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2184.01,176956893,available,29,TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 31;TESS Sector 32;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97;TESS Sector 98,
219.01,260609205,available,30,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96,
2193.01,401604346,available,6,TESS Sector 102;TESS Sector 103;TESS Sector 104;TESS Sector 27;TESS Sector 67;TESS Sector 94,
2194.01,271478281,available,4,TESS Sector 27;TESS Sector 67;TESS Sector 92;TESS Sector 94,
2196.01,372172128,available,6,TESS Sector 101;TESS Sector 103;TESS Sector 104;TESS Sector 27;TESS Sector 67;TESS Sector 94,
220.01,150098860,available,38,TESS Sector 01;TESS Sector 02;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 31;TESS Sector 32;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 65;TESS Sector 66;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 95;TESS Sector 96;TESS Sector 97;TESS Sector 98,
2202.01,358107516,available,18,TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 36;TESS Sector 39;TESS Sector 62;TESS Sector 63;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96,
2205.01,260298958,available,25,TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 31;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96,
2207.01,90850770,available,3,TESS Sector 27;TESS Sector 67;TESS Sector 94,
221.01,316937670,available,3,TESS Sector 01;TESS Sector 02;TESS Sector 28,
2211.01,212253390,available,4,TESS Sector 27;TESS Sector 67;TESS Sector 92;TESS Sector 95,
2215.01,425561347,available,4,TESS Sector 27;TESS Sector 67;TESS Sector 92;TESS Sector 94,
222.01,144440290,available,6,TESS Sector 02;TESS Sector 103;TESS Sector 104;TESS Sector 29;TESS Sector 69;TESS Sector 96,
2221.01,441420236,available,3,TESS Sector 01;TESS Sector 27;TESS Sector 95,
2228.01,61733521,not_found,0,,
223.01,326453034,available,2,TESS Sector 02;TESS Sector 28,
2230.01,129432342,not_found,0,,
2231.01,100504381,available,3,TESS Sector 104;TESS Sector 67;TESS Sector 94,
2236.01,394722182,available,4,TESS Sector 66;TESS Sector 67;TESS Sector 93;TESS Sector 94,
2237.01,389238529,not_found,0,,
2239.01,388130235,not_found,0,,
2240.01,98494121,not_found,0,,
2246.01,349786918,available,10,TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13,
2247.01,376168473,available,1,TESS Sector 67,
2249.01,152714791,not_found,0,,
2250.01,264303333,available,24,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 85;TESS Sector 86,
2253.01,367855829,available,37,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 23;TESS Sector 24;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 80;TESS Sector 81;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2257.01,198485881,available,11,TESS Sector 14;TESS Sector 20;TESS Sector 21;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 53;TESS Sector 74;TESS Sector 75,
2258.01,219821826,available,27,TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
226.01,47484268,available,2,TESS Sector 02;TESS Sector 29,
2260.01,232568235,available,6,TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 50;TESS Sector 52;TESS Sector 77,
2266.01,8348911,available,6,TESS Sector 24;TESS Sector 25;TESS Sector 51;TESS Sector 52;TESS Sector 78;TESS Sector 79,
2267.01,459837008,available,12,TESS Sector 19;TESS Sector 20;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 79;TESS Sector 86,
2267.03,459837008,available,12,TESS Sector 19;TESS Sector 20;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 52;TESS Sector 53;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 79;TESS Sector 86,
2269.01,441798995,available,43,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
227.01,2760710,available,4,TESS Sector 02;TESS Sector 29;TESS Sector 69;TESS Sector 96,
2274.01,289164482,available,8,TESS Sector 14;TESS Sector 26;TESS Sector 40;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 80;TESS Sector 81,
2283.01,198211976,available,42,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2284.01,115446313,available,5,TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 51;TESS Sector 52,
2285.01,329148988,available,9,TESS Sector 16;TESS Sector 17;TESS Sector 24;TESS Sector 56;TESS Sector 57;TESS Sector 76;TESS Sector 77;TESS Sector 83;TESS Sector 84,
2299.01,362220495,available,28,TESS Sector 14;TESS Sector 17;TESS Sector 18;TESS Sector 20;TESS Sector 21;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 85;TESS Sector 86,
230.01,160074939,available,2,TESS Sector 02;TESS Sector 28,
2303.01,197959526,available,1,TESS Sector 28,
2316.01,61980227,available,1,TESS Sector 28,
2317.01,274599700,available,11,TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80,
2319.01,349488688,available,3,TESS Sector 25;TESS Sector 52;TESS Sector 79,
2320.01,207501148,available,16,TESS Sector 16;TESS Sector 19;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 83;TESS Sector 86,
2322.01,300812741,available,29,TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 96;TESS Sector 97;TESS Sector 98,
2322.02,300812741,available,29,TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 96;TESS Sector 97;TESS Sector 98,
2323.01,293527670,not_found,0,,
2328.01,394287035,available,8,TESS Sector 27;TESS Sector 28;TESS Sector 39;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 93;TESS Sector 95,
2336.01,88902249,available,1,TESS Sector 65,
2337.01,230001847,available,28,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
2338.01,24358417,available,2,TESS Sector 32;TESS Sector 98,
2340.01,29959761,not_found,0,,
2341.01,100267480,available,2,TESS Sector 67;TESS Sector 94,
2342.01,100589632,available,1,TESS Sector 87,
2345.01,91555165,available,3,TESS Sector 30;TESS Sector 31;TESS Sector 97,
2345.02,91555165,available,3,TESS Sector 30;TESS Sector 31;TESS Sector 97,
2354.01,219766989,not_found,0,,
2358.01,124095888,available,1,TESS Sector 64,
236.01,9727392,available,5,TESS Sector 02;TESS Sector 29;TESS Sector 42;TESS Sector 69;TESS Sector 70,
2360.01,31656385,available,4,TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 95,
2364.01,39414571,available,1,TESS Sector 87,
2365.01,344085117,available,5,TESS Sector 61;TESS Sector 62;TESS Sector 87;TESS Sector 88;TESS Sector 89,
2368.01,401125028,available,4,TESS Sector 62;TESS Sector 63;TESS Sector 89;TESS Sector 90,
237.01,305048087,available,4,TESS Sector 02;TESS Sector 29;TESS Sector 69;TESS Sector 96,
2372.01,189620016,available,2,TESS Sector 62;TESS Sector 89,
2373.01,332558858,available,1,TESS Sector 31,
2374.01,439366538,available,2,TESS Sector 28;TESS Sector 92,
2379.01,201177276,available,9,TESS Sector 102;TESS Sector 103;TESS Sector 104;TESS Sector 28;TESS Sector 29;TESS Sector 68;TESS Sector 69;TESS Sector 95;TESS Sector 96,
238.01,9006668,available,4,TESS Sector 02;TESS Sector 29;TESS Sector 69;TESS Sector 96,
2384.01,382602147,available,6,TESS Sector 28;TESS Sector 29;TESS Sector 68;TESS Sector 69;TESS Sector 95;TESS Sector 96,
2400.01,260849386,available,3,TESS Sector 88;TESS Sector 89;TESS Sector 90,
2404.02,142087638,available,30,TESS Sector 07;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97,
2404.03,142087638,available,30,TESS Sector 07;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97,
2406.01,212957629,available,4,TESS Sector 30;TESS Sector 42;TESS Sector 43;TESS Sector 70,
2407.01,153078576,available,3,TESS Sector 30;TESS Sector 31;TESS Sector 97,
2409.01,321068176,available,4,TESS Sector 104;TESS Sector 30;TESS Sector 31;TESS Sector 97,
2411.01,10837041,available,2,TESS Sector 30;TESS Sector 97,
2412.01,684936227,available,40,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 34;TESS Sector 35;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97;TESS Sector 98,
2413.01,206498307,available,2,TESS Sector 28;TESS Sector 42,
2416.01,237922465,available,11,TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 38;TESS Sector 62;TESS Sector 65;TESS Sector 69;TESS Sector 95;TESS Sector 96;TESS Sector 97,
2417.01,49617263,not_found,0,,
2418.01,65347776,available,2,TESS Sector 03;TESS Sector 04,
242.01,120585579,available,3,TESS Sector 02;TESS Sector 103;TESS Sector 69,
2420.01,268532343,not_found,0,,
2421.01,70524163,available,2,TESS Sector 104;TESS Sector 97,
2424.01,313891529,available,2,TESS Sector 29;TESS Sector 96,
2427.01,142937186,available,1,TESS Sector 31,
2431.01,258804746,available,5,TESS Sector 31;TESS Sector 42;TESS Sector 43;TESS Sector 70;TESS Sector 71,
2438.01,686072378,available,2,TESS Sector 31;TESS Sector 32,
244.01,118327550,available,5,TESS Sector 02;TESS Sector 104;TESS Sector 29;TESS Sector 69;TESS Sector 96,
2442.01,168871868,available,2,TESS Sector 31;TESS Sector 32,
2443.01,318753380,available,1,TESS Sector 31,
2445.01,439867639,available,2,TESS Sector 04;TESS Sector 31,
2447.01,1167538,available,4,TESS Sector 05;TESS Sector 31;TESS Sector 32;TESS Sector 98,
2448.01,231721005,available,10,TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 87;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 97;TESS Sector 98,
2449.01,170729775,available,3,TESS Sector 04;TESS Sector 05;TESS Sector 98,
2451.01,4294779,available,1,TESS Sector 32,
2452.01,219208037,available,5,TESS Sector 28;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 38,
2458.01,449197831,available,2,TESS Sector 32;TESS Sector 98,
2459.01,192790476,available,6,TESS Sector 05;TESS Sector 06;TESS Sector 32;TESS Sector 33;TESS Sector 87;TESS Sector 98,
2468.01,31114545,not_found,0,,
2469.01,117843067,not_found,0,,
2475.01,373453507,not_found,0,,
2480.01,1449756,not_found,0,,
2483.01,219151731,not_found,0,,
2485.01,328934463,available,1,TESS Sector 50,
2492.01,282498590,available,2,TESS Sector 33;TESS Sector 87,
2497.01,97568467,available,3,TESS Sector 33;TESS Sector 72;TESS Sector 87,
2498.01,263179590,available,3,TESS Sector 33;TESS Sector 71;TESS Sector 87,
251.01,224225541,available,4,TESS Sector 02;TESS Sector 29;TESS Sector 69;TESS Sector 96,
2510.01,170103435,available,1,TESS Sector 07,
2511.01,124702477,not_found,0,,
2517.01,48178229,not_found,0,,
2524.01,169249234,available,5,TESS Sector 45;TESS Sector 46;TESS Sector 62;TESS Sector 72;TESS Sector 89,
