toi,tid,coverage_status,product_count,sectors,error
1000.01,50365310,available,1,TESS Sector 34,
1002.01,124709665,available,1,TESS Sector 33,
1003.01,106997505,available,1,TESS Sector 34,
1004.01,238597883,available,1,TESS Sector 34,
1005.01,169904935,available,1,TESS Sector 34,
1006.01,156115721,available,1,TESS Sector 34,
1008.01,440801822,available,4,TESS Sector 33;TESS Sector 44;TESS Sector 45;TESS Sector 46,
1010.01,139853601,available,1,TESS Sector 34,
1013.01,97700520,available,2,TESS Sector 33;TESS Sector 34,
1014.01,96246348,available,3,TESS Sector 33;TESS Sector 34;TESS Sector 61,
1015.01,155044736,available,2,TESS Sector 34;TESS Sector 61,
1016.01,175310067,available,1,TESS Sector 34,
1017.01,182943944,available,2,TESS Sector 34;TESS Sector 35,
1018.01,291555748,available,3,TESS Sector 33;TESS Sector 34;TESS Sector 35,
1020.01,140706664,available,1,TESS Sector 35,
1021.01,143994283,available,2,TESS Sector 34;TESS Sector 35,
1022.01,47384844,available,3,TESS Sector 09;TESS Sector 62;TESS Sector 72,
1023.01,238374636,available,5,TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 88;TESS Sector 89,
1024.01,141482386,available,12,TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39,
1025.01,297967252,available,8,TESS Sector 09;TESS Sector 10;TESS Sector 35;TESS Sector 36;TESS Sector 62;TESS Sector 63;TESS Sector 89;TESS Sector 90,
1026.01,388624270,available,3,TESS Sector 34;TESS Sector 35;TESS Sector 36,
1028.01,447283466,available,6,TESS Sector 09;TESS Sector 10;TESS Sector 36;TESS Sector 37;TESS Sector 63;TESS Sector 90,
1029.01,374908020,not_found,0,,
1030.01,464296022,available,3,TESS Sector 36;TESS Sector 37;TESS Sector 90,
1031.01,304021498,available,2,TESS Sector 36;TESS Sector 38,
1033.01,149601557,available,11,TESS Sector 27;TESS Sector 28;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38,
1034.01,400595342,available,2,TESS Sector 35;TESS Sector 36,
1037.01,363260203,available,2,TESS Sector 36;TESS Sector 37,
1038.01,90544017,available,1,TESS Sector 35,
1040.01,310483807,available,3,TESS Sector 35;TESS Sector 36;TESS Sector 37,
1041.01,385624852,available,6,TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 62;TESS Sector 89;TESS Sector 90,
1042.01,360286627,available,5,TESS Sector 36;TESS Sector 37;TESS Sector 62;TESS Sector 64;TESS Sector 89,
1043.01,90448944,available,2,TESS Sector 35;TESS Sector 36,
1045.01,54044474,available,1,TESS Sector 36,
1046.01,309787037,available,3,TESS Sector 35;TESS Sector 36;TESS Sector 37,
1047.01,370745311,available,3,TESS Sector 36;TESS Sector 37;TESS Sector 38,
1048.01,384549882,available,2,TESS Sector 35;TESS Sector 36,
1051.01,259863352,available,8,TESS Sector 01;TESS Sector 02;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 67;TESS Sector 69,
1052.01,317060587,available,8,TESS Sector 01;TESS Sector 101;TESS Sector 102;TESS Sector 103;TESS Sector 13;TESS Sector 67;TESS Sector 94;TESS Sector 95,
1053.01,112395568,available,4,TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1054.01,366989877,available,5,TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1055.01,320004517,available,5,TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1061.01,253990973,available,1,TESS Sector 13,
1062.01,299799658,available,10,TESS Sector 01;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 93;TESS Sector 94;TESS Sector 95,
1064.01,79748331,available,5,TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1064.02,79748331,available,5,TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1070.01,31858844,available,2,TESS Sector 13;TESS Sector 27,
1072.01,140830390,available,32,TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96,
1073.01,158297421,available,5,TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1075.01,351601843,available,8,TESS Sector 101;TESS Sector 102;TESS Sector 103;TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1078.01,370133522,available,7,TESS Sector 101;TESS Sector 103;TESS Sector 104;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1080.01,161032923,available,5,TESS Sector 103;TESS Sector 104;TESS Sector 13;TESS Sector 66;TESS Sector 93,
1087.01,426077080,available,1,TESS Sector 39,
1088.01,343648136,available,1,TESS Sector 39,
1089.01,129319156,available,1,TESS Sector 38,
1090.01,361034196,not_found,0,,
1092.01,387079085,available,1,TESS Sector 38,
1093.01,382331352,available,1,TESS Sector 38,
1096.01,375225453,available,4,TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39,
1097.01,360630575,available,3,TESS Sector 100;TESS Sector 38;TESS Sector 39,
1097.02,360630575,available,3,TESS Sector 100;TESS Sector 38;TESS Sector 39,
1098.01,383390264,available,8,TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 93;TESS Sector 94,
1099.01,290348383,available,7,TESS Sector 101;TESS Sector 102;TESS Sector 103;TESS Sector 13;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1100.01,318608749,available,4,TESS Sector 27;TESS Sector 39;TESS Sector 66;TESS Sector 67,
1101.01,271581073,available,1,TESS Sector 27,
1102.01,311890977,not_found,0,,
1104.01,451599528,available,8,TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 39;TESS Sector 66;TESS Sector 67;TESS Sector 93;TESS Sector 94,
1107.01,394561119,available,5,TESS Sector 38;TESS Sector 39;TESS Sector 65;TESS Sector 66;TESS Sector 93,
1108.01,295599256,available,4,TESS Sector 100;TESS Sector 101;TESS Sector 102;TESS Sector 103,
1109.01,50309953,available,5,TESS Sector 01;TESS Sector 13;TESS Sector 93;TESS Sector 94;TESS Sector 95,
1110.01,446549905,available,3,TESS Sector 103;TESS Sector 104;TESS Sector 27,
1111.01,412014494,available,1,TESS Sector 27,
1112.01,369864738,available,3,TESS Sector 27;TESS Sector 38;TESS Sector 39,
1113.01,290348382,not_found,0,,
1118.01,90919952,not_found,0,,
1120.01,143257766,available,1,TESS Sector 27,
1121.01,24094603,not_found,0,,
1122.01,304774444,not_found,0,,
1126.01,405862830,not_found,0,,
1127.01,269450900,available,2,TESS Sector 13;TESS Sector 67,
1128.01,425721385,available,1,TESS Sector 27,
1129.01,91576611,not_found,0,,
1130.01,254113311,available,4,TESS Sector 104;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1130.02,254113311,available,4,TESS Sector 104;TESS Sector 27;TESS Sector 67;TESS Sector 94,
1132.01,267489265,available,3,TESS Sector 15;TESS Sector 54;TESS Sector 55,
1133.01,69997672,available,3,TESS Sector 40;TESS Sector 41;TESS Sector 54,
1134.01,122220263,available,4,TESS Sector 14;TESS Sector 40;TESS Sector 41;TESS Sector 54,
1135.01,154872375,available,11,TESS Sector 14;TESS Sector 19;TESS Sector 20;TESS Sector 26;TESS Sector 40;TESS Sector 47;TESS Sector 53;TESS Sector 59;TESS Sector 74;TESS Sector 79;TESS Sector 86,
1136.01,142276270,available,7,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 48;TESS Sector 75,
1136.02,142276270,available,7,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 48;TESS Sector 75,
1136.03,142276270,available,7,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 48;TESS Sector 75,
1136.04,142276270,available,7,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 48;TESS Sector 75,
1138.01,110428269,available,5,TESS Sector 14;TESS Sector 40;TESS Sector 41;TESS Sector 54;TESS Sector 81,
1140.01,320525204,available,28,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1141.01,159510109,available,22,TESS Sector 14;TESS Sector 15;TESS Sector 18;TESS Sector 19;TESS Sector 21;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 52;TESS Sector 53;TESS Sector 55;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 79;TESS Sector 82;TESS Sector 86,
1142.01,284450803,available,14,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 50;TESS Sector 53;TESS Sector 54;TESS Sector 73;TESS Sector 74;TESS Sector 76;TESS Sector 77;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83,
1143.01,160268701,available,4,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 53,
1145.01,350995812,available,6,TESS Sector 40;TESS Sector 41;TESS Sector 54;TESS Sector 55;TESS Sector 74;TESS Sector 75,
1146.01,21755546,available,5,TESS Sector 40;TESS Sector 41;TESS Sector 54;TESS Sector 74;TESS Sector 81,
1147.01,288391628,available,5,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 52;TESS Sector 53,
1152.01,237184773,available,7,TESS Sector 40;TESS Sector 41;TESS Sector 53;TESS Sector 54;TESS Sector 74;TESS Sector 80;TESS Sector 81,
1155.01,161450762,available,1,TESS Sector 55,
1156.01,117256577,available,4,TESS Sector 41;TESS Sector 54;TESS Sector 55;TESS Sector 81,
1157.01,147576037,available,5,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 60;TESS Sector 74,
1158.01,379931600,available,4,TESS Sector 40;TESS Sector 54;TESS Sector 74;TESS Sector 81,
1159.01,48188920,available,1,TESS Sector 54,
1160.01,89510024,available,7,TESS Sector 41;TESS Sector 54;TESS Sector 55;TESS Sector 74;TESS Sector 75;TESS Sector 81;TESS Sector 82,
1164.01,16102323,not_found,0,,
1166.01,138361973,available,3,TESS Sector 40;TESS Sector 74;TESS Sector 75,
1167.01,232967666,available,5,TESS Sector 21;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48,
1168.01,41330864,available,1,TESS Sector 75,
1170.01,294176967,available,6,TESS Sector 55;TESS Sector 75;TESS Sector 76;TESS Sector 81;TESS Sector 82;TESS Sector 83,
1171.01,101929303,available,3,TESS Sector 74;TESS Sector 75;TESS Sector 81,
1172.01,1717732429,available,12,TESS Sector 40;TESS Sector 41;TESS Sector 49;TESS Sector 52;TESS Sector 53;TESS Sector 55,
1173.01,232967440,available,9,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 74;TESS Sector 75,
1174.01,154089169,available,10,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 48;TESS Sector 49;TESS Sector 74;TESS Sector 75;TESS Sector 76,
1175.01,30329585,available,6,TESS Sector 40;TESS Sector 41;TESS Sector 54;TESS Sector 74;TESS Sector 80;TESS Sector 81,
1177.01,169177766,not_found,0,,
1178.01,359496368,available,25,TESS Sector 14;TESS Sector 15;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 84;TESS Sector 85;TESS Sector 86,
118.01,266980320,available,7,TESS Sector 01;TESS Sector 102;TESS Sector 103;TESS Sector 104;TESS Sector 28;TESS Sector 68;TESS Sector 95,
1180.01,158002130,available,15,TESS Sector 14;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 53;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 79,
1181.01,229510866,available,32,TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1182.01,341544930,available,5,TESS Sector 41;TESS Sector 48;TESS Sector 49;TESS Sector 75;TESS Sector 76,
1183.01,258777137,available,40,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 79;TESS Sector 80;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1184.01,233087860,available,41,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 18;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1185.01,83210867,not_found,0,,
1186.01,289539327,available,28,TESS Sector 24;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 57;TESS Sector 58;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 75;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1188.01,15247229,available,1,TESS Sector 41,
1191.01,237185205,available,6,TESS Sector 40;TESS Sector 41;TESS Sector 53;TESS Sector 54;TESS Sector 80;TESS Sector 81,
1193.01,89643259,available,6,TESS Sector 54;TESS Sector 55;TESS Sector 74;TESS Sector 75;TESS Sector 81;TESS Sector 82,
1194.01,147950620,available,9,TESS Sector 14;TESS Sector 20;TESS Sector 21;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 74;TESS Sector 75,
1195.01,24364065,available,3,TESS Sector 40;TESS Sector 74;TESS Sector 81,
1199.01,99869022,available,3,TESS Sector 41;TESS Sector 48;TESS Sector 75,
120.01,394137592,available,5,TESS Sector 01;TESS Sector 103;TESS Sector 104;TESS Sector 95;TESS Sector 96,
1200.01,288185138,available,6,TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 48;TESS Sector 52;TESS Sector 53,
1201.01,29960110,available,2,TESS Sector 04;TESS Sector 31,
1202.01,327017634,available,8,TESS Sector 100;TESS Sector 101;TESS Sector 102;TESS Sector 11;TESS Sector 12;TESS Sector 38;TESS Sector 65;TESS Sector 99,
1203.01,23434737,available,7,TESS Sector 09;TESS Sector 10;TESS Sector 100;TESS Sector 36;TESS Sector 63;TESS Sector 90;TESS Sector 99,
1206.01,308034948,available,7,TESS Sector 10;TESS Sector 100;TESS Sector 101;TESS Sector 11;TESS Sector 37;TESS Sector 64;TESS Sector 99,
1210.01,33878688,available,33,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96,
1213.01,399144800,available,6,TESS Sector 10;TESS Sector 11;TESS Sector 37;TESS Sector 38;TESS Sector 64;TESS Sector 65,
122.01,231702397,available,9,TESS Sector 01;TESS Sector 102;TESS Sector 103;TESS Sector 104;TESS Sector 27;TESS Sector 28;TESS Sector 67;TESS Sector 68;TESS Sector 95,
1221.01,349095149,available,44,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97;TESS Sector 98,
1223.01,382437043,available,40,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 37;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 94;TESS Sector 95;TESS Sector 96,
1224.01,299798795,available,10,TESS Sector 01;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 39;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 93;TESS Sector 95,
1224.02,299798795,available,10,TESS Sector 01;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 39;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 93;TESS Sector 95,
1227.01,360156606,available,7,TESS Sector 100;TESS Sector 11;TESS Sector 12;TESS Sector 38;TESS Sector 64;TESS Sector 65;TESS Sector 99,
1228.01,300038935,available,43,TESS Sector 01;TESS Sector 02;TESS Sector 03;TESS Sector 04;TESS Sector 05;TESS Sector 06;TESS Sector 07;TESS Sector 08;TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 28;TESS Sector 29;TESS Sector 30;TESS Sector 31;TESS Sector 32;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 38;TESS Sector 39;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 93;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97;TESS Sector 98,
123.01,290131778,available,5,TESS Sector 01;TESS Sector 28;TESS Sector 68;TESS Sector 92;TESS Sector 95,
1230.01,287156968,available,11,TESS Sector 11;TESS Sector 12;TESS Sector 13;TESS Sector 27;TESS Sector 38;TESS Sector 39;TESS Sector 65;TESS Sector 66;TESS Sector 67;TESS Sector 93;TESS Sector 94,
1231.01,447061717,available,7,TESS Sector 09;TESS Sector 10;TESS Sector 36;TESS Sector 37;TESS Sector 63;TESS Sector 90;TESS Sector 99,
1232.01,364395234,available,29,TESS Sector 09;TESS Sector 10;TESS Sector 11;TESS Sector 13;TESS Sector 27;TESS Sector 28;TESS Sector 30;TESS Sector 31;TESS Sector 33;TESS Sector 34;TESS Sector 35;TESS Sector 36;TESS Sector 37;TESS Sector 38;TESS Sector 61;TESS Sector 62;TESS Sector 63;TESS Sector 64;TESS Sector 67;TESS Sector 68;TESS Sector 69;TESS Sector 87;TESS Sector 88;TESS Sector 89;TESS Sector 90;TESS Sector 94;TESS Sector 95;TESS Sector 96;TESS Sector 97,
1233.01,260647166,available,6,TESS Sector 10;TESS Sector 100;TESS Sector 101;TESS Sector 11;TESS Sector 37;TESS Sector 99,
1233.02,260647166,available,6,TESS Sector 10;TESS Sector 100;TESS Sector 101;TESS Sector 11;TESS Sector 37;TESS Sector 99,
1233.03,260647166,available,6,TESS Sector 10;TESS Sector 100;TESS Sector 101;TESS Sector 11;TESS Sector 37;TESS Sector 99,
1233.04,260647166,available,6,TESS Sector 10;TESS Sector 100;TESS Sector 101;TESS Sector 11;TESS Sector 37;TESS Sector 99,
1234.01,90504905,available,4,TESS Sector 14;TESS Sector 40;TESS Sector 54;TESS Sector 81,
1235.01,103633434,available,8,TESS Sector 14;TESS Sector 20;TESS Sector 21;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 60;TESS Sector 74,
1238.01,153951307,available,8,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 49;TESS Sector 74;TESS Sector 76,
1238.02,153951307,available,8,TESS Sector 14;TESS Sector 15;TESS Sector 21;TESS Sector 22;TESS Sector 41;TESS Sector 49;TESS Sector 74;TESS Sector 76,
1243.01,219698776,available,7,TESS Sector 14;TESS Sector 20;TESS Sector 40;TESS Sector 47;TESS Sector 53;TESS Sector 60;TESS Sector 74,
1244.01,219850915,available,39,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1246.01,230127302,available,40,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1246.02,230127302,available,40,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1246.03,230127302,available,40,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
1246.04,230127302,available,40,TESS Sector 14;TESS Sector 15;TESS Sector 16;TESS Sector 17;TESS Sector 19;TESS Sector 20;TESS Sector 21;TESS Sector 22;TESS Sector 23;TESS Sector 24;TESS Sector 25;TESS Sector 26;TESS Sector 40;TESS Sector 41;TESS Sector 47;TESS Sector 49;TESS Sector 50;TESS Sector 51;TESS Sector 52;TESS Sector 53;TESS Sector 54;TESS Sector 55;TESS Sector 56;TESS Sector 57;TESS Sector 58;TESS Sector 59;TESS Sector 60;TESS Sector 73;TESS Sector 74;TESS Sector 76;TESS Sector 77;TESS Sector 78;TESS Sector 79;TESS Sector 80;TESS Sector 81;TESS Sector 82;TESS Sector 83;TESS Sector 84;TESS Sector 85;TESS Sector 86,
