toi,tid,tfopwg_disp,pl_orbper,pl_tranmid,toi_created,rowupdate,ra,dec,st_tmag,st_teff,st_rad
1580.01,354469661,KP,4.7947749,2460633.665722,2019-12-19 20:58:21,2025-07-09 10:08:02,28.282572,52.053921,9.17925,6333.0,2.18
1599.01,129979528,KP,1.2198382,2459883.198788,2019-12-19 20:58:22,2023-02-21 16:02:01,36.712738,37.550444,7.87611,7398.5,1.60242
1603.01,73448352,KP,4.7321735,2460630.419608,2019-12-19 20:58:22,2025-07-09 10:08:02,38.308075,30.360453,10.1868,6739.0,1.56
1612.01,268403451,KP,2.8641388,2460334.805905,2019-12-19 20:58:22,2024-04-02 10:08:02,277.478075,85.233321,10.0521,6082.0,1.53
1626.01,157586003,KP,3.3326189,2459391.184996,2020-01-14 19:29:36,2023-03-15 16:02:02,279.262473,40.018691,12.0545,5768.2,1.6948299
1627.01,424435940,KP,5.0172146,2459393.375248,2020-01-14 19:29:36,2023-03-15 16:02:02,274.701253,45.172219,11.2311,5930.0,1.10013
1628.01,284475976,KP,2.1436364,2459825.459527,2020-01-14 19:29:36,2023-03-15 16:02:02,291.162386,55.473027,11.1541,6148.0,1.77061
1629.01,310003988,KP,4.5421594,2459686.204782,2020-01-14 19:29:36,2022-12-12 16:02:01,224.872859,46.9601,11.191,5939.3,1.73
1651.01,138168780,KP,3.7649949,2460474.181987,2020-01-29 22:18:55,2024-08-29 10:08:02,94.792955,73.827567,9.88278,6724.0,1.42
1676.01,8400842,KP,3.1915257,2460657.382557,2020-01-29 22:18:56,2025-08-21 15:10:09,65.469581,57.817209,9.441,6673.0,1.69
1682.01,367366318,KP,2.7347651,2460662.485202,2020-01-30 21:16:42,2025-07-23 16:00:01,78.295591,33.317953,8.14847,6767.9,1.77
1714.01,239154970,KP,3.4744763,2459603.425538,2020-02-19 23:47:12,2022-06-28 16:02:02,113.184238,33.835021,10.7131,6642.3,1.67
1720.01,356473034,KP,2.6158597,2459957.574412,2020-02-19 23:47:13,2023-02-27 10:10:02,117.026769,50.225147,10.4467,5267.0,1.08
1721.01,51234631,KP,4.1250429,2460339.400472,2020-02-19 23:47:13,2024-04-02 10:08:02,110.388028,58.268109,10.1653,6304.0,1.62
1725.01,86396382,KP,1.0914304,2458842.997159,2020-02-19 23:47:13,2024-11-26 16:02:02,97.636645,29.672266,11.0967,6154.0,1.74942
1731.01,371234684,KP,3.9228042,2459603.86508,2020-02-19 23:47:13,2022-06-28 16:02:02,110.168516,37.140595,11.7946,6193.0,1.3
1749.03,233602827,KP,2.3889051,2458684.354953,2023-03-23 19:50:15,2023-06-03 10:10:01,282.737228,64.419466,12.2574,3959.0,0.561356
1766.01,67666096,KP,2.7033942,2459635.207263,2020-03-12 15:35:30,2022-03-24 16:02:01,148.643119,40.387945,9.43351,6518.0,1.61
1767.01,8767448,KP,4.3532339,2458892.510627,2020-03-12 15:35:30,2022-03-24 10:10:02,140.102965,33.882329,9.98111,5914.0,1.59
1771.01,252479260,KP,3.2122302,2460362.105227,2020-03-12 15:35:30,2024-05-08 10:08:01,155.681459,50.128711,9.007,5357.7,1.04
1773.01,332064670,KP,0.7365463,2458870.692828,2020-03-12 15:35:30,2024-11-26 16:02:02,133.146837,28.329815,5.2058,5250.0,0.963515
1779.01,67646988,KP,1.8817191,2459633.119867,2020-03-12 15:35:30,2022-06-30 10:10:02,147.768528,35.968556,12.4368,3138.0,0.31
1780.01,99834717,KP,1.7063264,2459632.745042,2020-03-12 15:35:30,2022-06-30 10:10:02,165.167198,64.963845,12.212,4974.0,0.9
1781.01,137881699,KP,2.9720774,2459633.496924,2020-03-12 15:35:30,2022-06-30 10:10:02,150.572626,53.950824,12.5119,6101.12,1.95
1796.01,138819293,KP,2.6438856,2459639.963332,2020-04-15 12:38:54,2022-07-14 10:10:02,175.550536,26.703067,8.40346,3456.0,0.425432
1800.01,17993892,KP,4.1244833,2459632.338336,2020-04-15 12:38:54,2022-07-07 16:02:02,171.274935,41.028021,11.1065,5634.0,1.26
1809.01,347329162,KP,4.6170519,2459659.915254,2020-04-15 12:38:54,2022-07-14 10:10:02,183.36604,23.055687,11.5384,5797.0,1.11
1810.01,373693175,KP,1.3273482,2459662.70189,2020-04-15 12:38:54,2022-07-14 10:10:02,188.266205,44.915367,11.6281,5555.05,1.07
1821.01,82308728,KP,9.4893231,2459664.085255,2020-04-17 11:50:39,2022-08-16 10:10:01,168.637658,25.710596,6.9859,5120.0,0.77
1833.01,61098812,KP,3.6935997,2459684.730994,2020-05-07 18:04:46,2022-12-12 16:02:01,205.454246,-0.128171,9.87229,6097.47,1.78076
1838.01,162689341,KP,2.1747062,2459717.232201,2020-05-07 18:04:46,2023-03-15 16:02:02,246.69204,51.041133,12.423,6046.76,1.2561899
1840.01,165987272,KP,7.8456075,2459658.642419,2020-05-07 18:04:46,2022-05-20 10:10:02,195.981836,30.640145,9.8469,6266.0,1.65
1841.01,168699373,KP,4.3011975,2459688.443452,2020-05-07 18:04:46,2022-09-08 10:10:02,213.14386,47.014783,12.4474,5115.16,1.03
1844.01,198108326,KP,3.2130578,2459685.398095,2020-05-07 18:04:46,2022-09-08 10:10:02,209.388645,43.49331,11.7551,4652.87,0.7
1847.01,54002556,KP,35.4557945,2459099.821541,2020-05-08 14:39:00,2024-10-18 10:08:02,23.52145,-14.419149,11.6235,5076.0,0.83
1864.01,229791084,KP,1.6453265,2459766.543741,2020-05-29 16:35:30,2022-10-05 10:10:01,284.443905,69.570837,12.2856,6023.0,1.32
1900.01,178879588,KP,3.0566277,2459145.468004,2020-05-29 17:45:53,2021-12-01 16:02:01,67.418582,-28.197215,13.2554,5735.0,1.03865
1901.01,19684256,KP,1.3666563,2459278.312088,2020-05-29 17:45:53,2021-10-29 12:59:15,140.087589,-31.269212,13.1758,5790.4,1.02
1902.01,272212970,KP,1.6091845,2459332.042845,2020-05-29 17:45:53,2023-01-24 16:02:02,180.208788,-46.13642,13.174,6393.0,1.43
1903.01,77156657,KP,3.8404319,2459196.572151,2020-05-29 17:45:53,2021-12-08 16:02:02,68.136479,-38.968297,11.8831,5909.0,2.04
1904.01,272213425,KP,4.3247708,2459327.622593,2020-05-29 17:45:53,2023-01-25 10:10:01,180.165072,-45.799456,11.1138,6457.0,2.13
1905.01,429302040,KP,5.72226,2458574.14194,2020-05-29 17:45:53,2023-03-19 12:03:21,188.386428,-10.146214,10.418,4233.2,0.73
1906.01,308098254,KP,9.6246665,2459299.07674,2020-05-29 17:45:53,2021-11-11 10:10:01,168.292908,-17.657779,11.5688,5473.0,1.2
1907.01,453789494,KP,5.4774433,2459354.693899,2020-05-29 17:45:53,2022-10-05 10:10:01,199.433742,-47.237575,10.7316,6942.0,2.09
1908.01,37718056,KP,3.65688,2458384.09392,2020-05-29 17:45:53,2021-10-29 12:59:15,4.146347,-10.976423,11.7083,6239.0,1.53
1909.01,232038798,KP,4.1536624,2459252.138447,2020-05-29 17:45:53,2021-10-29 12:59:15,96.744643,-46.821364,11.3187,5818.8,1.09
1910.01,437261733,KP,5.4161129,2459296.222791,2020-05-29 17:45:53,2021-11-11 10:10:01,170.324325,-22.388177,13.2958,5652.0,1.1
1911.01,44745133,KP,7.8181434,2459166.297772,2020-05-29 17:45:53,2021-10-29 12:59:15,61.657801,-25.349667,12.5757,5549.0,1.64
1912.01,50712784,KP,5.4053583,2459249.035676,2020-05-29 17:45:53,2021-10-29 12:59:15,126.337825,-11.500989,10.5579,6410.0,1.59
1913.01,53458803,KP,3.3489038,2459252.258036,2020-05-29 17:45:53,2021-10-29 12:59:15,102.847425,-29.058655,11.8656,5711.0,1.2295901
1914.01,53750200,KP,4.1933422,2459232.244495,2020-05-29 17:45:53,2021-10-29 12:59:15,103.517356,-27.050416,12.2309,6405.0,1.6277601
1915.01,98283926,KP,2.2920348,2459253.248463,2020-05-29 17:45:53,2021-10-29 12:59:15,108.452399,-33.437346,13.1472,6208.0,1.26526
1916.01,98545929,KP,1.888231,2459251.405758,2020-05-29 17:45:53,2024-01-31 16:02:01,109.104521,-31.244395,12.4539,8549.0,2.12128
1917.01,339522221,KP,1.82069,2458655.29768,2020-05-29 17:45:53,2021-10-29 12:59:15,296.688442,-63.565649,12.0457,6155.0,1.35
1919.01,102192004,KP,4.2337078,2459328.761216,2020-05-29 17:45:53,2023-01-24 16:02:02,195.794015,-41.384862,11.3287,6333.7,1.46
1920.01,363851359,KP,2.5441537,2459331.95356,2020-05-29 17:45:53,2023-01-24 16:02:02,200.634864,-44.688839,13.2755,5652.0,1.31
1921.01,112099249,KP,5.17958,2458604.17084,2020-05-29 17:45:53,2021-10-29 12:59:15,209.51701,-30.348153,12.1577,6116.0,1.65
1922.01,112604564,KP,4.5768651,2459233.316814,2020-05-29 17:45:53,2021-10-29 12:59:15,112.419225,-29.937916,12.3213,6687.0,1.78295
1923.01,114299824,KP,4.2042078,2459229.337707,2020-05-29 17:45:53,2025-06-04 16:00:01,114.283382,-32.755419,12.9264,6781.0,1.07
1924.01,371443216,KP,2.8240691,2459358.688506,2020-05-29 17:45:53,2022-10-05 10:10:01,147.580067,-66.113925,8.0552,8004.2,1.84
1925.01,118956453,KP,2.3447752,2459279.602393,2020-05-29 17:45:53,2021-10-29 12:59:15,135.416303,-20.720369,11.9397,5515.0,1.04
1926.01,143143769,KP,1.3372349,2459175.372553,2020-05-29 17:45:53,2021-12-09 10:10:02,89.598895,-30.811799,12.3686,5111.9,0.860256
1927.01,14344979,KP,4.1117731,2459255.860453,2020-05-29 17:45:53,2024-11-26 16:02:02,163.788852,-0.737066,12.3353,5424.8,0.916164
1928.01,207077681,KP,2.278575,2459061.944577,2020-05-29 17:45:53,2021-10-29 12:59:15,320.762876,-40.048439,12.3119,4879.0,1.21163
1929.01,157266693,KP,3.8537616,2459329.357403,2020-05-29 17:45:53,2021-11-11 10:10:01,176.628323,-33.860076,13.1648,5697.0,1.06
1930.01,160578764,KP,2.8786641,2459355.488108,2020-05-29 17:45:53,2022-10-05 10:10:01,223.658719,-38.744547,12.1014,6017.0,1.35
1931.01,162922904,KP,3.8186276,2459331.431765,2020-05-29 17:45:53,2021-11-11 10:10:01,171.845053,-44.088703,12.0233,6090.0,2.03
1932.01,386259537,KP,5.6107737,2459228.937203,2020-05-29 17:45:53,2021-10-29 12:59:15,127.38723,-12.944768,11.3299,6013.5,2.21327
1933.01,172598832,KP,3.2633165,2459201.975798,2020-05-29 17:45:53,2021-10-29 12:59:15,100.571247,-29.77678,12.941,6561.0,2.08347
1934.01,125739286,KP,4.5111234,2459351.553003,2020-05-29 17:45:53,2022-10-05 10:10:01,215.122762,-31.20207,10.5288,6540.6,1.71
1935.01,176685457,KP,4.4352884,2459272.947539,2020-05-29 17:45:53,2021-10-29 12:59:15,141.920643,-19.347648,12.2682,6245.0,1.38
1936.01,178289267,KP,2.3506186,2459167.711102,2020-05-29 17:45:53,2021-10-29 12:59:15,60.948278,-19.056818,11.7076,5593.0,0.97
2011.01,136916387,KP,11.5778362,2458631.767617,2020-06-17 20:50:03,2024-01-31 16:02:01,230.440115,-48.318817,5.0494,5739.0,1.02607
2011.02,136916387,KP,27.5920718,2458650.89757,2022-04-20 20:30:04,2024-01-31 16:02:01,230.440115,-48.318817,5.0494,5739.0,1.02607
2011.03,136916387,KP,,2460081.126376,2024-02-01 23:06:59,2024-02-16 10:08:02,230.440115,-48.318817,5.0494,5739.0,1.02607
2012.01,138294130,KP,3.0565259,2459716.992394,2020-06-19 06:00:39,2022-09-02 16:02:01,229.99122,36.229545,10.6506,5981.0,1.6
2014.01,198588220,KP,4.8099755,2460497.317355,2020-06-19 06:00:39,2024-09-04 10:08:02,256.610728,44.776885,9.63331,6417.0,2.65
2020.01,39903405,KP,5.633477,2460477.275907,2020-06-19 06:00:39,2024-08-29 10:08:02,245.151432,41.04796,8.27468,6412.8,1.7
2021.01,236312126,KP,3.9415041,2459713.291648,2020-06-19 06:00:39,2022-09-02 16:02:01,240.549275,28.169625,10.5484,5729.0,0.92
2024.01,255930614,KP,2.8758831,2460476.023499,2020-06-19 06:00:40,2024-08-29 10:08:02,247.622983,38.347535,7.6262,6084.0,1.46
2064.01,115524421,KP,8.8036803,2459735.852814,2020-06-19 07:20:04,2023-03-15 16:02:02,254.130502,44.302536,11.5906,5701.0,0.94
2122.01,311408969,KP,3.5852284,2459767.525934,2020-07-29 05:13:33,2023-03-15 16:02:02,264.27351,25.731147,12.658,5852.0,1.06725
2124.01,159742538,KP,3.5539283,2459767.927156,2020-07-29 05:13:33,2023-03-15 16:02:02,268.304336,37.21174,11.1116,6184.0,2.0085199
2125.01,116242971,KP,5.0316347,2460505.171214,2020-07-29 05:13:33,2026-07-27 12:04:29,267.640491,36.570176,10.1213,6350.0,2.16
2126.01,116264089,KP,1.306188,2459391.063502,2020-07-29 05:13:33,2023-03-15 16:02:02,268.029111,37.546327,11.7213,5489.0,0.820181
2127.01,21744120,KP,5.5080682,2458983.744992,2020-07-29 05:13:34,2021-10-29 12:59:15,256.346376,33.012325,11.733,4790.0,0.740113
2129.01,101721385,KP,4.627664,2459762.100336,2020-07-29 05:13:34,2022-08-23 16:02:02,260.116172,38.242168,9.54417,6727.6,1.55
2130.01,320798691,KP,5.0052605,2459010.827728,2020-08-07 21:59:53,2023-03-15 16:02:02,271.537672,26.426606,11.0269,6115.0,1.46701
2131.01,27848472,KP,1.8468345,2460338.136034,2020-08-07 21:59:53,2024-04-02 10:08:02,278.631741,35.661431,10.1058,6352.0,1.36
2132.01,358516596,KP,3.2440454,2459391.154184,2020-08-07 21:59:53,2026-06-10 12:04:06,283.305449,24.127248,10.2025,5703.0,1.38951
2135.01,76419763,KP,2.7884723,2459414.394742,2020-08-07 21:59:54,2023-03-15 16:02:02,274.405533,36.621462,11.3998,5833.0,1.12956
2139.01,308172249,KP,1.4013784,2459768.65359,2020-08-07 21:59:54,2023-03-15 16:02:02,267.284885,29.879043,12.4197,4984.0,0.934977
2140.01,399860444,KP,2.4706114,2459012.510963,2020-08-07 21:59:54,2023-03-15 16:02:02,286.808526,49.316421,10.854,5854.0,1.01613
2175.01,405717754,KP,4.4379727,2459770.377734,2020-08-10 18:29:44,2023-03-15 16:02:02,286.243446,50.040367,12.9614,5967.0,1.5696599
2176.01,123495874,KP,7.8914271,2459776.680872,2020-08-10 18:29:44,2023-03-15 16:02:02,282.629633,46.323281,12.9934,5883.0,1.27992
2177.01,123233041,KP,3.5224751,2459445.304166,2020-08-10 18:29:44,2023-03-15 16:02:02,281.288134,42.451098,13.1448,6179.0,1.5817
2178.01,164892194,KP,3.024111,2459392.686784,2020-08-10 18:29:44,2023-03-15 16:02:02,285.240829,46.668241,13.4633,6041.0,1.36388
2182.01,268823307,KP,3.5484481,2459444.706868,2020-08-10 18:29:44,2023-03-15 16:02:02,299.407034,44.035039,12.7655,6295.0,1.78185
2197.01,389352124,KP,4.954648,2460148.5999,2020-09-18 16:26:01,2023-10-16 16:02:02,311.042756,-39.225486,9.0532,6562.0,1.47
2198.01,100566492,KP,4.9549631,2459040.905327,2020-09-18 16:26:02,2021-10-29 12:59:15,309.511234,-48.462083,11.117,6282.4,1.99207
2199.01,369455629,KP,3.3771114,2459038.510574,2020-09-18 16:26:02,2021-10-29 12:59:15,311.673345,-41.820983,11.4513,5614.86,1.28017
2204.01,467971286,KP,2.2250514,2459037.141234,2020-09-18 16:26:02,2021-10-29 12:59:15,289.297427,-60.89176,13.191,5103.0,0.883426
2206.01,381856447,KP,1.7690121,2459037.77354,2020-09-18 16:26:02,2021-10-29 12:59:15,322.253764,-58.836147,10.7218,4683.0,0.701795
2319.02,349488688,KP,11.6207544,2458994.287456,2023-08-15 20:53:17,2023-08-18 12:03:17,253.784885,20.491524,8.40302,6329.0,1.39619
2330.01,180991313,KP,2.2088214,2459329.30801,2020-10-23 19:58:26,2021-11-11 10:10:01,172.858645,-41.689518,11.8699,5960.4,1.26
2380.01,176220787,KP,5.2153618,2459092.524257,2020-11-06 18:59:45,2024-11-27 10:08:01,0.325761,-8.926251,9.4834,6067.2,2.3901401
2386.01,32487566,KP,2.7567395,2459090.383107,2020-11-06 18:59:46,2021-10-29 12:59:15,4.603042,-15.267404,10.5853,6034.0,1.28427
2403.01,293435336,KP,1.8098811,2460985.484461,2020-11-24 20:55:49,2026-03-04 16:00:01,26.632936,2.700389,9.02706,6278.2,1.89121
2414.01,237320326,KP,1.7771109,2459062.739359,2020-11-25 21:26:32,2021-10-29 12:59:15,344.873588,-60.447819,12.003,5627.0,0.97906
2461.01,411839167,KP,6.1802614,2459175.327301,2021-02-03 22:59:12,2024-11-26 16:02:02,78.91982,16.278699,10.8243,6513.0,1.73931
2464.01,32949762,KP,3.7684981,2459222.681031,2021-02-03 22:59:12,2021-10-29 12:59:15,87.679561,-27.623322,12.3352,5160.0,0.87
2466.01,293612446,KP,2.6266983,2459493.9445,2021-02-03 22:59:13,2024-01-17 10:08:02,76.867332,16.867695,12.0364,6475.0,1.77
2502.01,52689469,KP,3.1413825,2459202.042637,2021-02-19 00:37:59,2021-12-02 16:02:01,101.394805,-33.881692,13.6373,6534.0,1.73409
2503.01,124778445,KP,1.6751568,2459203.395868,2021-02-19 00:37:59,2021-10-29 12:59:15,94.444759,-35.706364,13.9819,5457.0,0.963518
2547.01,444013020,KP,2.3114203,2459228.794258,2021-03-11 23:41:58,2024-11-26 16:02:02,133.324298,8.523017,11.302,5785.79,1.07008
2548.01,350293646,KP,8.5234958,2459985.304174,2021-03-11 23:41:58,2023-03-10 16:02:01,131.106996,1.859893,10.0471,5238.0,0.84
2579.01,103751498,KP,3.7146478,2459600.117319,2021-03-18 22:24:56,2022-06-28 16:02:02,157.412341,70.527083,10.9101,5783.0,1.32
2604.01,189625051,KP,4.9088819,2460720.074783,2021-04-12 18:45:51,2025-08-29 16:00:02,144.287609,-29.800444,12.487,6606.0,2.09179
2642.01,448589187,KP,3.0652926,2459304.823271,2021-04-29 22:53:08,2021-11-09 16:02:01,166.3188,-34.122745,12.3077,6229.0,1.22
2643.01,152852327,KP,9.1720535,2459562.250418,2021-04-29 22:53:08,2025-08-29 16:00:02,182.166267,-8.747217,11.0295,4933.0,3.79
2707.01,455036659,KP,4.007232,2459194.067914,2021-06-03 21:39:01,2025-08-29 16:00:02,68.974396,2.431273,12.1569,6202.0,1.75
3422.01,286099128,KP,3.7788779,2459964.344071,2021-06-16 22:56:31,2024-09-07 10:08:02,140.84562,2.932484,12.239,5817.7,1.02896
3497.01,21113347,KP,4.218076,2459310.816804,2021-06-21 18:48:11,2025-08-29 16:00:02,186.787304,-48.978411,11.4007,5780.0,1.0
3534.01,27916356,KP,3.2346944,2459421.606981,2021-06-23 15:11:39,2024-09-06 10:08:02,296.837248,48.239969,12.6877,5613.0,1.3147399
3563.01,169461816,KP,17.8552322,2459800.506508,2021-06-23 15:11:42,2024-09-08 10:08:02,297.45374,41.011019,10.931,6779.2,1.49114
3595.01,440113053,KP,1.805376,2459854.762356,2021-06-23 15:16:38,2024-09-07 10:08:02,4.859275,44.027596,12.8416,5090.0,0.820538
3597.01,267650535,KP,4.0088245,2459853.969135,2021-06-23 15:16:39,2024-09-08 10:08:02,9.516583,34.711402,11.9475,5007.0,0.795696
3612.01,233948455,KP,1.4822451,2459854.418388,2021-06-23 15:16:41,2024-08-22 10:08:01,305.221945,59.448903,12.883,5115.0,0.91
3630.01,189380158,KP,1.9617969,2460611.886686,2021-06-23 15:16:43,2025-08-29 16:00:02,21.871101,38.968114,13.0942,6026.0,1.09703
3636.01,61205803,KP,4.2186625,2459855.36278,2021-06-23 15:16:44,2024-09-08 10:08:02,21.065125,32.8107,12.7628,5425.9,1.0068901
3666.01,346626688,KP,4.4085194,2459886.331856,2021-06-23 15:17:49,2024-09-08 10:08:02,44.470988,30.625597,11.4453,5961.2,1.2983299
3681.01,285272237,KP,4.6401269,2459886.284961,2021-06-23 15:17:51,2024-09-08 10:08:02,35.383494,32.246044,11.7524,5191.0,1.00936
3705.01,259506033,KP,1.9025032,2460286.170903,2021-06-23 15:18:23,2024-09-08 10:08:02,75.480167,50.131178,12.3824,5464.2,1.02592
3846.01,149918151,KP,1.540776,2459632.94338,2021-06-23 15:20:59,2024-08-22 10:08:01,160.748095,60.964119,12.9178,4234.0,0.77
4304.01,366443426,KP,15.5718552,2460266.657375,2021-07-19 00:13:44,2024-02-01 16:02:02,126.615828,10.080371,8.4642,6352.33,1.31
4304.03,366443426,KP,31.7180208,2458494.909195,2022-04-20 20:40:07,2024-11-26 16:02:02,126.615828,10.080371,8.4642,6352.33,1.30883
4316.01,7020254,KP,20.2730282,2460238.657358,2021-07-19 00:13:44,2024-01-17 10:08:02,126.5535,12.281851,12.7462,5742.0,0.86
4411.01,366484980,KP,13.7748361,2460236.627901,2021-08-27 01:10:52,2024-01-17 10:08:02,126.896827,11.667413,9.15722,6266.98,1.47
4426.01,271354351,KP,3.905126,2459422.126663,2021-09-09 19:53:43,2023-03-15 16:02:02,294.865467,46.285813,14.5787,5381.0,0.947475
4428.01,271042217,KP,1.8555745,2459770.501306,2021-09-09 19:53:43,2023-03-15 16:02:02,294.513246,45.981645,13.9174,5651.75,1.40959
4431.01,121660904,KP,4.8854844,2459422.843797,2021-09-09 19:53:44,2023-03-15 16:02:02,288.581493,41.089734,12.4532,5974.0,2.0812199
4434.01,63452790,KP,2.6843081,2459392.813554,2021-09-09 19:53:44,2023-03-15 16:02:02,292.855719,46.391188,13.814,5616.02,1.01895
4435.01,122596693,KP,3.5256535,2459420.667731,2021-09-09 19:53:44,2023-03-15 16:02:02,290.581743,40.577311,14.6147,5003.05,0.783768
4440.01,164786087,KP,4.0822894,2459391.084226,2021-09-09 19:53:45,2023-03-15 16:02:02,284.830443,44.658093,14.6979,5780.0,
4445.01,158388163,KP,4.2253498,2459394.539688,2021-09-09 19:53:45,2023-03-15 16:02:02,287.130578,42.350153,13.4584,5501.0,1.03122
4446.01,137899948,KP,2.4552388,2459420.803667,2021-09-09 19:53:45,2023-03-15 16:02:02,292.872929,41.064173,14.9826,3792.0,0.614823
4448.01,138359318,KP,1.0186989,2459769.924018,2021-09-09 19:53:45,2023-03-15 16:02:02,293.732783,36.815494,14.956,5780.0,
4454.01,48217457,KP,3.1208396,2459422.76782,2021-09-09 19:53:46,2023-03-15 16:02:02,282.966215,48.345055,14.3168,5983.0,1.09921
4455.01,138644215,KP,1.5449334,2459420.580429,2021-09-09 19:53:46,2023-03-15 16:02:02,294.192119,39.618973,12.8939,6136.25,1.4874001
4456.01,27774415,KP,4.9427985,2459422.773399,2021-09-09 19:53:46,2023-03-15 16:02:02,296.200551,49.14003,13.2394,5550.93,1.32567
4457.01,299220166,KP,3.2175184,2459770.385346,2021-09-09 19:53:46,2023-03-15 16:02:02,289.434667,49.473455,14.3258,5549.0,0.912927
4466.01,268604331,KP,5.0141991,2459799.901292,2021-10-07 00:18:57,2023-03-15 16:02:02,299.097517,43.497585,13.3926,6669.0,1.69675
4467.01,48506505,KP,7.7942155,2459420.812052,2021-10-07 00:18:57,2023-03-15 16:02:02,285.268528,48.559884,11.8933,5461.54,0.897403
4469.01,75262942,KP,2.6634154,2459421.462837,2021-10-07 00:18:57,2023-03-15 16:02:02,299.050641,17.569963,14.1959,4051.0,0.701369
4470.01,256364928,KP,2.2185748,2459770.410421,2021-10-07 00:18:57,2023-03-15 16:02:02,300.182122,22.709776,6.8481,5023.0,0.776484
4471.01,27318774,KP,3.2432488,2459422.907793,2021-10-07 00:18:58,2023-03-15 16:02:02,294.996342,50.470046,14.4394,5778.0,1.09304
4472.01,63211674,KP,8.6004516,2459422.501343,2021-10-07 00:18:58,2023-03-15 16:02:02,292.287301,43.197254,13.1981,6011.95,2.3108399
4473.01,122441491,KP,3.7970076,2459420.412953,2021-10-07 00:18:58,2023-03-15 16:02:02,290.357978,40.567697,14.148,5211.36,0.832631
4474.01,264508014,KP,3.3119026,2459422.509996,2021-10-07 00:18:58,2023-03-15 16:02:02,298.62498,48.57745,13.692,5355.0,1.09206
4475.01,159098316,KP,3.578757,2459422.607769,2021-10-07 00:18:58,2023-03-15 16:02:02,289.607943,44.345435,13.4231,5482.59,1.06062
4476.01,399794420,KP,1.5947535,2459421.077646,2021-10-07 00:18:58,2023-03-15 16:02:02,285.213819,39.027466,15.0236,5703.0,1.15986
4480.01,377873569,KP,3.8493846,2459771.442186,2021-10-07 00:18:59,2023-03-15 16:02:02,294.356556,38.947342,11.0418,5843.47,3.9119101
4482.01,27990610,KP,2.8164979,2459772.312716,2021-10-07 00:18:59,2023-03-15 16:02:02,297.015464,49.225299,14.4889,5413.0,1.0130399
4483.01,209752908,KP,1.752217,2459420.283409,2021-10-07 00:18:59,2023-03-15 16:02:02,297.790921,16.912568,15.1403,4355.0,0.740712
4485.01,137903329,KP,7.3405675,2459423.155978,2021-10-07 00:18:59,2023-03-15 16:02:02,293.092528,41.35551,13.9154,5828.81,1.4372801
4486.01,99224131,KP,2.6915408,2460558.071975,2021-10-07 00:19:00,2024-11-05 10:08:02,305.441329,26.692676,9.93225,6955.0,1.96
4488.01,269269546,KP,4.45417,2459798.529256,2021-10-07 00:19:00,2023-03-15 16:02:02,299.905917,45.43961,14.3945,5353.54,0.922087
4489.01,267572272,KP,2.7974757,2459911.038989,2021-10-07 00:19:00,2023-03-15 16:02:02,284.296039,51.269121,12.7678,5477.0,0.867368
4490.01,268924036,KP,2.0523417,2459421.60304,2021-10-07 00:19:00,2023-03-15 16:02:02,299.561868,43.503517,14.7344,5767.0,1.16875
4512.01,243014114,KP,19.5620458,2459450.83655,2021-10-21 22:56:06,2024-11-25 16:02:01,60.792973,16.347166,11.2723,4246.8,0.758892
4514.01,436875934,KP,2.7535993,2459883.369678,2021-10-21 22:56:07,2023-03-22 16:02:02,42.721741,29.022249,13.1361,5032.08,0.86
4516.01,85593751,KP,3.7224626,2459885.541633,2021-10-21 22:56:07,2023-03-10 10:10:02,47.368947,30.673382,10.9332,4926.0,0.82064
4517.01,301289516,KP,1.2089755,2460231.733831,2021-10-21 22:56:07,2023-12-14 16:02:02,351.771776,-1.285343,9.0684,4199.0,0.63
4518.01,398572544,KP,3.408833,2460229.806391,2021-10-21 22:56:07,2023-12-14 16:02:02,353.616269,-1.579985,11.6238,6134.0,1.11
4520.01,404243877,KP,3.2047072,2460227.357032,2021-10-21 22:56:07,2023-12-14 16:02:02,347.704316,-7.857559,13.1749,5342.0,
4521.01,439842788,KP,3.0717182,2459450.367505,2021-10-21 22:56:07,2023-03-15 16:02:02,334.796989,-1.83443,11.4825,5082.0,0.848394
4523.01,427332229,KP,2.7186256,2459498.195167,2021-10-21 22:56:08,2022-09-21 10:10:02,3.961707,1.200512,11.021,6427.0,1.03
4525.01,36592530,KP,2.4841975,2460229.465961,2021-10-21 22:56:08,2023-12-14 16:02:02,342.385899,-10.675469,10.931,6089.0,1.28
4526.01,39926974,KP,2.2604346,2459448.652065,2021-10-21 22:56:08,2026-01-10 10:08:01,335.623315,-7.956353,13.3455,3236.0,0.341024
4530.01,35022727,KP,3.6528112,2459450.646766,2021-10-21 22:56:08,2024-11-25 16:02:01,48.435473,25.197355,12.2192,5610.0,0.907682
4531.01,262662119,KP,4.53347,2459450.126596,2021-10-21 22:57:21,2024-11-27 10:08:01,349.063465,0.30669,12.1796,5846.0,1.1971
4532.01,376939759,KP,5.8176452,2460231.88252,2021-10-21 22:57:22,2023-12-14 16:02:02,19.449382,6.868847,13.0121,5633.4,1.22
4533.01,418761354,KP,2.1747824,2459494.881247,2021-10-21 22:57:22,2023-12-14 16:02:02,11.480235,6.34703,11.375,4542.0,0.71
4534.01,437704321,KP,2.8492802,2459448.05066,2021-10-21 22:57:22,2026-01-10 10:08:01,333.751879,-17.2508,12.3071,4279.0,0.74
