toi,tid,split,label,disposition,stage1_score,stage2_score
1260.01,355867695,test,1,CP,0.27203139662742615,0.26838324129614594
1260.02,355867695,test,1,CP,0.27203139662742615,0.26838324129614594
1260.03,355867695,test,1,CP,0.27203139662742615,0.26838324129614594
1266.01,467179528,train,1,CP,0.5058020949363708,
1266.02,467179528,train,1,CP,0.5058020949363708,
1268.01,142394656,train,1,CP,0.41631126403808594,
1269.01,198241702,train,1,CP,0.5276907682418823,
127.01,234523599,train,1,CP,0.5724541544914246,
1270.01,237200747,train,0,FP,0.4958183467388153,
1272.01,417948359,train,1,CP,0.4895351529121399,
1273.01,445859771,train,1,CP,0.41527852416038513,
1275.01,13499636,train,0,FA,0.521371603012085,
1276.01,43064903,train,0,FA,0.48893359303474426,
1278.01,163539739,train,1,CP,0.4875953495502472,
1279.01,224297258,train,1,CP,0.5003858804702759,
128.01,391949880,train,1,CP,0.49133962392807007,
1284.01,267561446,train,0,FP,0.4235478639602661,
1285.01,274662200,train,0,FP,0.4918922185897827,
1288.01,365733349,train,1,CP,0.5178741812705994,
1289.01,408203470,train,0,FP,0.49452996253967285,
129.01,201248411,train,1,CP,0.48168089985847473,
1292.01,199688472,train,0,FP,0.9453031420707703,
1294.01,219015370,train,1,CP,0.5356565713882446,
1295.01,219852584,train,1,CP,0.36131522059440613,
1296.01,219854185,train,1,CP,0.4943724572658539,
1297.01,229536616,train,0,FP,0.42108869552612305,
1298.01,237104103,train,1,CP,0.5496776103973389,
1299.01,258777134,train,0,FP,0.3771628141403198,
130.01,263003176,train,1,CP,0.49434956908226013,
1301.01,356867115,train,1,CP,0.47428250312805176,
1304.01,186000935,train,0,FP,0.39856863021850586,
1305.01,232679662,train,0,FP,0.5359476208686829,
1306.01,233735068,train,0,FP,0.5373829007148743,
1308.01,277014266,train,0,FP,0.547325611114502,
1309.01,287190564,train,0,FP,0.4889379143714905,
1310.01,294179389,train,0,FP,0.6024662256240845,
1312.01,405904232,train,0,FP,0.5174073576927185,
1313.01,11111899,train,0,FP,0.46916550397872925,
1314.01,136848581,train,0,FP,0.48600491881370544,
1315.01,137284119,train,0,FP,0.4935941994190216,
1317.01,165523947,train,0,FP,0.5199294090270996,
1319.01,167098530,train,0,FP,0.4616084396839142,
132.01,89020549,train,1,CP,0.5152186155319214,
1321.01,195199644,train,0,FP,0.5314944386482239,
1323.01,256886630,train,0,FP,0.4790572226047516,
1324.01,266688542,train,0,FP,0.48821303248405457,
1325.01,274942910,train,0,FP,0.3407489061355591,
1326.01,275111900,train,0,FP,0.6589570045471191,
1328.01,330332501,train,0,FP,0.48012813925743103,
1329.01,345996087,train,0,FP,0.49700504541397095,
1330.01,357457104,train,0,FP,0.4020519554615021,
1331.01,387664866,train,0,FP,0.49260279536247253,
1332.01,387664868,train,0,FP,0.4815383553504944,
1333.01,395171208,train,1,CP,0.4893820881843567,
1334.01,42123111,train,0,FP,0.49475961923599243,
1335.01,89759617,train,0,FP,0.49011531472206116,
1336.01,92783821,train,0,FP,0.47217243909835815,
1338.01,260128333,train,1,CP,0.11382570117712021,
1339.01,269701147,train,1,CP,0.5081942677497864,
1339.02,269701147,train,1,CP,0.5081942677497864,
1339.03,269701147,train,1,CP,0.5081942677497864,
134.01,234994474,train,1,CP,0.47278574109077454,
1340.01,233681149,train,0,FP,0.5275583267211914,
1341.01,233390838,train,0,FP,0.46494945883750916,
1342.01,256621916,train,0,FP,0.49171969294548035,
1343.01,358631536,train,0,FP,0.5362089276313782,
1344.01,1400770435,train,0,FP,0.4696182310581207,
1346.01,219852882,train,1,CP,0.49916282296180725,
1346.02,219852882,train,1,CP,0.49916282296180725,
1347.01,229747848,train,1,CP,0.40303337574005127,
1347.02,229747848,train,1,CP,0.40303337574005127,
1348.01,229770036,train,0,FP,0.4931710660457611,
135.01,267263253,train,1,CP,0.5975298881530762,
1353.01,279177746,train,0,FP,0.39303380250930786,
1354.01,365683032,train,0,FP,0.3194389045238495,
1357.01,357972447,train,0,FP,0.49138152599334717,
1358.01,275501623,train,0,FP,0.487613707780838,
1359.01,416624606,train,0,FP,0.4880896210670471,
136.01,410153553,train,1,CP,0.5052457451820374,
1360.01,330468175,train,0,FP,0.31835106015205383,
1363.01,230017325,train,0,FP,0.4981735050678253,
1365.01,367099243,train,0,FP,0.4670838713645935,
1366.01,120602501,train,0,FP,0.44746148586273193,
1368.01,136971594,train,0,FP,0.36649882793426514,
1369.01,155005217,train,0,FP,0.5044629573822021,
137.01,176957796,train,0,FA,0.5556139945983887,
1370.01,155114483,train,0,FP,0.5365750789642334,
1372.01,164150539,train,0,FP,0.475331574678421,
1376.01,190743990,train,0,FP,0.5283430814743042,
1378.01,249812036,train,0,FP,0.519668459892273,
1380.01,274170255,train,0,FP,0.3509061932563782,
1382.01,276360911,train,0,FA,0.487112432718277,
1383.01,313506357,train,0,FP,0.47701168060302734,
1385.01,329864959,train,0,FP,0.5681279897689819,
1386.01,343019899,train,1,CP,0.5575270056724548,
1387.01,343442463,train,0,FP,0.4782564043998718,
139.01,62483237,train,1,CP,0.4959295690059662,
1391.01,389182138,train,0,FP,0.5056053400039673,
1393.01,430528566,train,0,FP,0.31867045164108276,
1394.01,431156009,train,0,FP,0.4914315640926361,
1395.01,468472950,train,0,FP,0.4927079975605011,
1396.01,468845640,train,0,FP,0.5221133828163147,
1399.01,66783360,train,0,FP,0.4762097895145416,
1400.01,258801269,train,0,FP,0.49108725786209106,
1401.01,259126549,train,0,FP,0.5224610567092896,
1402.01,259129875,train,0,FP,0.4895772337913513,
1403.01,328750515,train,0,FP,0.35334059596061707,
1405.01,387834907,train,0,FP,0.5869510173797607,
1406.01,231736113,train,1,CP,0.4876735210418701,
1408.01,364186197,train,1,CP,0.39901018142700195,
141.01,403224672,train,1,CP,0.49851110577583313,
1410.01,199444169,train,1,CP,0.48077818751335144,
1411.01,116483514,train,1,CP,0.48957768082618713,
1416.01,158025009,train,1,CP,0.516251266002655,
1417.01,164173105,train,1,CP,0.31858325004577637,
1418.01,224600500,train,0,FA,0.4883476197719574,
1420.01,321857016,train,1,CP,0.41690295934677124,
1421.01,329277372,train,0,FP,0.3466528058052063,
1422.01,333473672,train,1,CP,0.571190357208252,
1423.01,346418409,train,0,FP,0.3704487085342407,
1424.01,418959198,train,0,FP,0.35620224475860596,
1426.01,128501004,train,0,FP,0.31972983479499817,
1427.01,2041563029,train,0,FP,0.3245764374732971,
1428.01,377304435,train,0,FP,0.5294653177261353,
1429.01,138968089,train,0,FP,0.4247751235961914,
1430.01,293954617,train,1,CP,0.4225165545940399,
1431.01,375506058,train,1,CP,0.6652324795722961,
1437.01,198356533,train,1,CP,0.48939597606658936,
1438.01,229650439,train,1,CP,0.47454774379730225,
1438.02,229650439,train,1,CP,0.47454774379730225,
1439.01,232982558,train,1,CP,0.5293925404548645,
144.01,261136679,train,1,CP,0.5673813819885254,
1442.01,235683377,train,1,CP,0.34057098627090454,
1443.01,237232044,train,1,CP,0.48793908953666687,
1444.01,258514800,train,1,CP,0.48915529251098633,
1447.01,298073824,train,0,FA,0.40996024012565613,
1448.01,343628284,train,1,CP,0.4125448167324066,
1450.01,377293776,train,1,CP,0.4604921042919159,
1451.01,417931607,train,1,CP,0.5494043827056885,
1452.01,420112589,train,1,CP,0.5145808458328247,
1453.01,198390247,train,1,CP,0.5503963828086853,
1453.02,198390247,train,1,CP,0.5503963828086853,
1456.01,199376584,train,1,CP,0.517818808555603,
1459.01,16920150,train,0,FA,0.39011985063552856,
146.01,355636844,train,0,FP,0.4636344611644745,
1460.01,17005768,train,0,FP,0.5463111400604248,
1462.01,188768068,train,1,CP,0.4178602993488312,
1467.01,240968774,train,1,CP,0.4861275255680084,
1468.01,243185500,train,1,CP,0.4370601773262024,
1468.02,243185500,train,1,CP,0.4370601773262024,
147.01,220435095,train,0,FP,0.46273529529571533,
1470.01,284441182,train,1,CP,0.5366171598434448,
1471.01,306263608,test,1,CP,0.6199102401733398,0.7035925649061686
1471.02,306263608,test,1,CP,0.6199102401733398,0.7035925649061686
1472.01,306955329,train,1,CP,0.3986211121082306,
1473.01,352413427,train,1,CP,0.49757546186447144,
1474.01,427654774,train,0,FP,0.5198037028312683,
1478.01,409794137,train,1,CP,0.4765962064266205,
1479.01,421308357,train,0,FP,0.4918016791343689,
148.01,393940766,train,1,CP,0.5008691549301147,
1480.01,335483600,train,0,FP,0.377861350774765,
1481.01,197650870,train,0,FP,0.3839891254901886,
1484.01,67309890,train,0,FP,0.49835509061813354,
1485.01,377191482,train,0,FA,0.5249747037887573,
1486.01,233541860,train,0,FP,0.47906357049942017,
1487.01,459978312,train,0,FA,0.4559619724750519,
1488.01,198457103,train,0,FA,0.4816969633102417,
1489.01,219751469,train,0,FA,0.5287554264068604,
1492.01,354594208,train,0,FP,0.5199065208435059,
1493.01,15692883,train,1,CP,0.5092238783836365,
1494.01,411608801,train,1,CP,0.44063156843185425,
1496.01,384045439,train,0,FP,0.53469318151474,
150.01,271893367,train,1,CP,0.5300070643424988,
1505.01,331034236,train,0,FP,0.5220713019371033,
1506.01,64836837,train,0,FP,0.4382063150405884,
1507.01,430677414,train,0,FP,0.46852660179138184,
1508.01,415741431,train,0,FP,0.4808731973171234,
151.01,382302241,train,0,FP,0.4668980538845062,
1511.01,376682699,train,0,FP,0.4766479730606079,
1512.01,434718964,train,0,FP,0.5127815008163452,
1515.01,470709084,train,0,FP,0.3969551622867584,
1516.01,376637093,train,1,CP,0.24348890781402588,
1518.01,427761355,train,1,CP,0.48498931527137756,
1520.01,269238073,train,0,FP,0.5145825147628784,
1521.01,366074069,train,0,FP,0.4860875904560089,
1522.01,367102581,train,0,FP,0.4724375009536743,
1523.01,387413037,train,0,FP,0.4869794249534607,
1525.01,276380902,train,0,FP,0.5856670141220093,
1533.01,345143460,train,1,CP,0.5288456678390503,
1536.01,445137888,train,0,FP,0.48090070486068726,
1539.01,252636888,train,0,FP,0.3614639937877655,
154.01,389525208,train,0,FP,0.4733951687812805,
1541.01,319068154,train,0,FP,0.4031221866607666,
1542.01,367607434,train,0,FA,0.4829559624195099,
1548.01,440100539,train,0,FA,0.4374033808708191,
1552.01,326919774,train,0,FP,0.4725421667098999,
1555.01,441732151,train,0,FP,0.75750732421875,
156.01,220518305,train,0,FP,0.5108232498168945,
1568.01,284050395,train,0,FP,0.469840943813324,
1569.01,285666479,train,0,FP,0.48289692401885986,
157.01,140691463,train,1,CP,0.39152300357818604,
1571.01,285677945,train,0,FP,0.48657095432281494,
1572.01,292321872,train,0,FP,0.5058665871620178,
1576.01,327011842,train,0,FP,0.42497384548187256,
158.01,403136413,train,0,FP,0.5202447772026062,
1582.01,374400599,train,0,FP,0.4733119606971741,
1585.01,444415148,train,0,FP,0.4942971467971802,
1589.01,52041724,train,0,FP,0.46106117963790894,
159.01,394657039,train,1,CP,0.6691827178001404,
1592.01,186599508,train,0,FP,0.5069388151168823,
1593.01,192372961,train,0,FP,0.47903794050216675,
1596.01,431899140,train,0,FP,0.3899684548377991,
1601.01,139375960,train,1,CP,0.4902972877025604,
1602.01,129991079,train,0,FA,0.350046306848526,
1605.01,101037590,train,1,CP,0.4803255498409271,
1608.01,138017750,train,0,FP,0.47068098187446594,
1609.01,229951289,train,0,FA,0.37512603402137756,
1611.01,264678534,train,1,CP,0.5005326271057129,
1613.01,272625214,train,0,FP,0.5059559345245361,
1614.01,317397615,train,0,FP,0.47667571902275085,
1615.01,317507345,train,0,FP,0.5888761281967163,
1617.01,322202434,train,0,FP,0.5116907954216003,
1619.01,377144784,train,0,FP,0.37827566266059875,
1622.01,388076005,train,0,FP,0.4730391800403595,
1623.01,407394748,train,0,FP,0.38700830936431885,
163.01,179317684,train,1,CP,0.6050978302955627,
1630.01,317597583,train,1,CP,0.5018512010574341,
1632.01,51024887,train,0,FP,0.44579508900642395,
1633.01,165551882,train,0,FA,0.49384284019470215,
1634.01,201186294,train,1,CP,0.5370693206787109,
1635.01,230086768,train,0,FP,0.586590588092804,
1636.01,269892793,train,0,FP,0.4717899262905121,
1637.01,286355915,train,0,FP,0.5183486938476562,
1639.01,348673213,train,0,FP,0.4752517640590668,
1640.01,396562848,train,1,CP,0.4048829674720764,
1644.01,22843856,train,0,FP,0.3255055546760559,
1645.01,184679932,train,0,FP,0.30885064601898193,
1646.01,387527558,train,0,FA,0.4120219051837921,
1647.01,154927364,train,0,FP,0.4645674526691437,
1648.01,376353509,train,1,CP,0.5362046360969543,
1649.01,116608612,train,0,FP,0.787109375,
165.01,350743714,train,0,FP,0.80167156457901,
1650.01,122485078,train,0,FP,0.5205749273300171,
1652.01,154867950,train,0,FP,0.48383256793022156,
1658.01,286561122,train,0,FP,0.48171305656433105,
1659.01,288631580,train,1,CP,0.5166524052619934,
1660.01,311121985,train,0,FP,0.4572661519050598,
1661.01,312122956,train,0,FP,0.6815232038497925,
1663.01,353367071,train,0,FP,0.465304434299469,
1668.01,417705690,train,0,FP,0.49999988079071045,
1669.01,428679607,train,1,CP,0.5099665522575378,
1670.01,441739020,train,1,CP,0.5346403121948242,
1670.02,441739020,train,1,CP,0.5346403121948242,
1671.01,459903429,train,0,FA,0.5278900861740112,
1673.01,470315428,train,0,FP,0.477193683385849,
1678.01,96291218,train,0,FP,0.5392146706581116,
1680.01,259168516,train,1,CP,0.4828367531299591,
1683.01,58542531,train,1,CP,0.5534033179283142,
1685.01,28900646,train,1,CP,0.4619128108024597,
1688.01,121966220,train,0,FP,0.49834969639778137,
1689.01,198384408,train,0,FA,0.41066768765449524,
169.01,183120439,train,1,CP,0.564581036567688,
1690.01,267574918,train,1,CP,0.5223585963249207,
1691.01,268334473,train,1,CP,0.5292022228240967,
1693.01,353475866,train,1,CP,0.43350738286972046,
1694.01,396740648,train,1,CP,0.4889543354511261,
1695.01,422756130,train,1,CP,0.42571747303009033,
1696.01,470381900,train,1,CP,0.4904865622520447,
1700.01,23650642,train,0,FP,0.39024609327316284,
1702.01,371210825,train,0,FP,0.5497944951057434,
1704.01,95129101,train,0,FP,0.5179409980773926,
1705.01,137500798,train,0,FP,0.4934707581996918,
1707.01,240148934,train,0,FP,0.4949834942817688,
171.02,309257814,train,0,FP,0.4758436679840088,
1710.01,445805961,train,1,CP,0.5357952117919922,
1711.01,461662295,train,0,FP,0.542383074760437,
1712.01,67926921,train,0,FP,0.48687708377838135,
1715.01,142090065,train,0,FP,0.33212706446647644,
1716.01,14336130,train,1,CP,0.4122813045978546,
172.01,29857954,train,1,CP,0.6646373271942139,
1723.01,71431780,train,1,CP,0.5314350724220276,
1724.01,81212286,train,0,FP,0.5725562572479248,
1726.01,130181866,train,1,CP,0.519662618637085,
1726.02,130181866,train,1,CP,0.519662618637085,
1728.01,285048486,train,1,CP,0.4639250934123993,
1729.01,298666530,train,0,FP,1.708268548838987e-08,
1730.01,318022259,test,1,CP,0.38326555490493774,0.31551028700619727
1730.02,318022259,test,1,CP,0.38326555490493774,0.31551028700619727
1730.03,318022259,test,1,CP,0.38326555490493774,0.31551028700619727
1733.01,53427308,train,0,FP,0.42085888981819153,
1736.01,408618999,train,1,CP,0.5404046773910522,
1739.01,159418353,train,1,CP,0.3902318477630615,
174.01,425997655,validation,1,CP,0.49727103114128113,0.487137187834019
174.02,425997655,validation,1,CP,0.49727103114128113,0.487137187834019
174.03,425997655,validation,1,CP,0.49727103114128113,0.487137187834019
174.04,425997655,validation,1,CP,0.49727103114128113,0.487137187834019
174.05,425997655,validation,1,CP,0.49727103114128113,0.487137187834019
1742.01,219857012,train,1,CP,0.506113588809967,
1743.01,219860288,train,1,CP,0.4830097556114197,
1744.01,229455001,train,1,CP,0.5266721248626709,
1749.01,233602827,train,1,CP,0.5114427804946899,
1749.02,233602827,train,1,CP,0.5114427804946899,
175.01,307210830,train,1,CP,0.47350046038627625,
175.02,307210830,train,1,CP,0.47350046038627625,
175.03,307210830,train,1,CP,0.47350046038627625,
1751.01,287080092,train,1,CP,0.511523425579071,
1752.01,287139872,test,1,CP,0.4494074583053589,0.6116693242479418
1752.02,287139872,test,1,CP,0.4494074583053589,0.6116693242479418
1753.01,289580577,train,1,CP,0.4897696375846863,
1758.01,367858035,train,1,CP,0.5003252625465393,
1759.01,408636441,train,1,CP,0.4902178645133972,
176.01,272086159,train,0,FP,0.49794426560401917,
1760.01,420112587,train,0,FP,0.436581552028656,
1768.01,137906197,train,1,CP,0.42763692140579224,
177.01,262530407,train,1,CP,0.5718294978141785,
1770.01,457138169,train,0,FP,0.4553224742412567,
1772.01,85293053,train,1,CP,0.5073177218437195,
1774.01,4897275,train,1,CP,0.5026492476463318,
1775.01,9348006,train,1,CP,0.47420763969421387,
1776.01,21535395,train,1,CP,0.5145624876022339,
1777.01,29191624,train,1,CP,0.46856799721717834,
1778.01,39699648,train,1,CP,0.41272178292274475,
178.01,251848941,train,1,CP,0.5018637180328369,
178.02,251848941,train,1,CP,0.5018637180328369,
178.03,251848941,train,1,CP,0.5018637180328369,
1782.01,160045097,train,1,CP,0.501801609992981,
1782.02,160045097,train,1,CP,0.501801609992981,
1786.01,86280613,train,0,FP,0.6050549149513245,
1788.01,450327768,train,0,FP,0.5124542713165283,
1789.01,172518755,train,1,CP,0.4737621545791626,
179.01,207141131,train,1,CP,0.48702746629714966,
1790.01,310981412,train,0,FA,0.5035041570663452,
1791.01,233684293,train,0,FA,0.49390819668769836,
1793.01,304142124,train,1,CP,0.504478394985199,
1794.01,286916251,train,1,CP,0.4849902093410492,
1795.01,135083444,train,0,FP,0.5260316133499146,
1797.01,368435330,test,1,CP,0.32279035449028015,0.25986413037997885
1797.02,368435330,test,1,CP,0.32279035449028015,0.25986413037997885
1798.01,198153540,train,1,CP,0.5037128925323486,
1798.02,198153540,train,1,CP,0.5037128925323486,
1799.01,8967242,train,1,CP,0.555924654006958,
1801.01,119584412,train,1,CP,0.49189189076423645,
1806.01,166648874,train,1,CP,0.5370113253593445,
1807.01,180695581,train,1,CP,0.6003573536872864,
1808.01,307734817,train,0,FP,0.4878445565700531,
181.01,76923707,train,1,CP,0.4873424470424652,
1811.01,376524552,train,1,CP,0.4305725395679474,
1813.01,377290815,train,0,FP,0.4997280538082123,
1815.01,233720539,train,0,FP,0.5085954070091248,
1816.01,237108272,train,0,FA,0.4438461661338806,
1819.01,341815767,train,0,FA,0.4831772744655609,
1820.01,393831507,train,1,CP,0.46555766463279724,
1823.01,142381532,train,1,CP,0.540090024471283,
1824.01,142387023,train,1,CP,0.49678921699523926,
1826.01,229400092,train,1,CP,0.4194442331790924,
1827.01,390651552,train,1,CP,0.4891289174556732,
1828.01,232982938,train,1,CP,0.49307847023010254,
183.01,183979262,train,0,FP,0.4657362103462219,
1830.01,20182165,train,0,FP,0.30639082193374634,
1836.01,207468071,test,1,CP,0.5247043967247009,0.5830241069632998
1836.02,207468071,test,0,FP,0.5247043967247009,0.5830241069632998
1837.01,144441148,train,0,FP,0.47563719749450684,
184.01,300871545,train,0,FP,0.9023125171661377,
1842.01,404505029,train,1,CP,0.5889561176300049,
1843.01,258871793,train,0,FP,0.527101457118988,
1846.01,198385543,train,1,CP,0.5431292057037354,
1848.01,219824469,train,0,FP,0.4368755519390106,
1853.01,73540072,train,1,CP,0.4781992733478546,
1855.01,81247740,train,1,CP,0.48636388778686523,
1856.01,224313733,train,0,FP,0.5123406052589417,
1859.01,229742722,train,1,CP,0.5244213342666626,
186.01,279741379,train,1,CP,0.5082100033760071,
186.02,279741379,train,1,CP,0.5082100033760071,
1860.01,202426247,train,1,CP,0.45048049092292786,
1862.01,321668398,train,1,CP,0.5850162506103516,
1863.01,356919658,train,0,FP,0.4983556866645813,
1867.01,400476523,train,0,FP,0.5196079611778259,
1871.01,233503636,train,0,FP,0.5179623961448669,
1877.01,233497719,train,0,FP,0.4496557116508484,
1881.01,59859387,train,0,FP,0.29155248403549194,
1883.01,348755728,train,1,CP,0.49492594599723816,
1885.01,258510872,train,1,CP,0.607570469379425,
1888.01,459997997,train,0,FP,0.5194440484046936,
189.01,278866211,train,0,FP,0.5314165949821472,
1897.01,420645189,train,0,FP,0.5267658829689026,
1897.02,420645189,train,0,FP,0.5267658829689026,
1898.01,91987762,train,1,CP,0.503358781337738,
1899.01,172370679,train,1,CP,0.4861631989479065,
1918.01,308425348,train,0,FP,0.4915841221809387,
193.01,183985250,train,1,CP,0.3088504672050476,
1937.01,268301217,train,1,CP,0.36646077036857605,
1939.01,325172035,train,0,FP,0.479933500289917,
1941.01,167009792,train,0,FP,0.4724588990211487,
1942.01,308919449,train,0,FP,0.4673997163772583,
1944.01,461080504,train,0,FP,0.49898189306259155,
1945.01,357536526,train,0,FP,0.49750471115112305,
1946.01,127315102,train,0,FP,0.499187707901001,
1947.01,460140752,train,0,FP,0.4914882779121399,
1948.01,31268146,train,0,FP,0.48631730675697327,
1950.01,327663613,train,0,FP,0.4790225327014923,
1952.01,394509844,train,0,FP,0.47459879517555237,
1953.01,242536549,train,0,FP,0.49188634753227234,
1955.01,166184426,train,0,FP,0.4502725303173065,
1956.01,334911765,train,0,FP,0.47802335023880005,
1957.01,302659412,train,0,FP,0.3791792392730713,
1959.01,400323948,train,0,FP,0.4012385308742523,
1962.01,141663464,train,0,FP,0.3429131805896759,
1963.01,190271688,train,0,FP,0.5426389575004578,
1964.01,242083025,train,0,FP,0.3521983325481415,
1965.01,295354126,train,0,FP,0.4755183756351471,
1969.01,293708935,train,0,FP,0.5160247683525085,
197.01,441462736,train,1,CP,0.5219342112541199,
1971.01,253132689,train,0,FP,0.5035235285758972,
1975.01,467281353,train,0,FP,0.49737533926963806,
1977.01,383531859,train,0,FP,0.49659261107444763,
1978.01,458856474,train,0,FP,0.3073013722896576,
1979.01,458857720,train,0,FP,0.48298126459121704,
198.01,12421862,train,1,CP,0.49630677700042725,
1980.01,127793615,train,0,FP,0.4778248965740204,
1983.01,89535068,train,0,FP,0.3875173330307007,
1984.01,162246865,train,0,FP,0.4821036756038666,
1988.01,161156159,train,0,FP,0.4892081618309021,
1989.01,324395151,train,0,FP,0.5144333839416504,
199.01,309792357,train,1,CP,0.5091480016708374,
1990.01,457939414,train,0,FP,0.32680627703666687,
1991.01,82707763,train,0,FP,0.42404553294181824,
1992.01,147340931,train,0,FP,0.4805566668510437,
1993.01,453464017,train,0,FP,0.3664831221103668,
1994.01,445903569,train,1,CP,0.49712130427360535,
1996.01,275384718,train,0,FP,0.4336996078491211,
1998.01,429295277,train,0,FP,0.3212161362171173,
200.01,410214986,train,1,CP,0.4689609408378601,
2000.01,371188886,test,1,CP,0.7435879707336426,0.6680309578592506
2000.02,371188886,test,1,CP,0.7435879707336426,0.6680309578592506
2002.01,356453768,train,0,FP,0.4927557110786438,
2004.01,439610306,train,0,FP,0.48122188448905945,
2006.01,41173048,train,0,FA,0.48330193758010864,
2008.01,70887357,train,0,FP,0.5442858338356018,
201.01,350618622,train,1,CP,0.4767221510410309,
2010.01,26547036,train,1,CP,0.5268160700798035,
2013.01,188589164,train,1,CP,0.5361752510070801,
2015.01,368287008,train,1,CP,0.5209159851074219,
2017.01,357416482,train,0,FP,0.387658953666687,
2018.01,357501308,train,1,CP,0.49816638231277466,
2019.01,159781361,train,1,CP,0.4898839294910431,
2022.01,11996814,train,0,FP,0.31935542821884155,
2025.01,394050135,train,1,CP,0.3084975481033325,
203.01,259962054,train,0,FA,0.3885726034641266,
2046.01,468574941,train,1,CP,0.38761624693870544,
2047.01,363761216,train,0,FP,0.45059624314308167,
2048.01,159873822,train,1,CP,0.4754319190979004,
2052.01,1100766816,train,0,FP,0.4016993045806885,
2053.01,315755496,train,0,FP,0.5032578706741333,
2054.01,378355116,train,0,FP,0.49109065532684326,
2058.01,326732851,train,0,FP,0.5120619535446167,
206.01,55650590,train,1,CP,0.4968710243701935,
2060.01,285542903,train,0,FP,0.1803879737854004,
2062.01,373785851,train,0,FP,0.48490357398986816,
2068.01,417931300,train,1,CP,0.5106981992721558,
207.01,260271203,train,0,FP,0.4929485023021698,
2076.01,27491137,test,1,CP,0.7376570105552673,0.7980606014508055
2076.02,27491137,test,1,CP,0.7376570105552673,0.7980606014508055
2076.03,27491137,test,1,CP,0.7376570105552673,0.7980606014508055
2078.01,159244568,train,0,FA,0.48742416501045227,
2081.01,321669174,train,1,CP,0.4816974997520447,
2084.01,441738827,train,1,CP,0.5080164074897766,
2084.02,441738827,train,0,FP,0.5080164074897766,
2088.01,441765914,train,1,CP,0.5256483554840088,
2093.01,402898317,train,1,CP,0.42424890398979187,
2095.01,235678745,train,1,CP,0.49732932448387146,
2095.02,235678745,train,1,CP,0.49732932448387146,
2096.01,142748283,train,1,CP,0.4017069637775421,
2096.02,142748283,train,1,CP,0.4017069637775421,
2097.01,279982557,train,0,FP,0.5239081382751465,
2099.01,230386397,train,0,FP,0.5074743628501892,
2106.01,393911494,train,0,FP,0.4466121196746826,
2107.01,446549906,train,1,CP,0.5916439890861511,
2109.01,392476080,train,1,CP,0.43963080644607544,
2110.01,394029948,train,0,FA,0.4938640594482422,
2111.01,356235833,train,0,FP,0.3911232352256775,
2113.01,1400212743,train,0,FP,0.5222814083099365,
2114.01,9828416,train,1,CP,0.48740461468696594,
2116.01,422838133,train,0,FP,0.5390246510505676,
2117.01,279212407,train,0,FP,0.5222002267837524,
2118.01,17416749,train,0,FP,0.5087605118751526,
2119.01,236387002,train,1,CP,0.3004494309425354,
2120.01,389900760,train,1,CP,0.4566446542739868,
2128.01,21832928,train,1,CP,0.4242626130580902,
2134.01,75878355,test,1,CP,0.5659441947937012,0.6952145653717642
2134.02,75878355,test,1,CP,0.5659441947937012,0.6952145653717642
2136.01,336128819,train,1,CP,0.48504742980003357,
2138.01,336267424,train,0,FP,0.43985387682914734,
2141.01,287256467,train,1,CP,0.49441319704055786,
2145.01,88992642,train,1,CP,0.43573155999183655,
2146.01,158916431,train,0,FP,0.507094144821167,
2147.01,341630071,train,1,CP,0.4748195707798004,
2148.01,233569098,train,0,FP,0.5044873356819153,
2150.01,230267547,train,0,FP,0.4890991449356079,
2151.01,23389848,train,0,FP,0.5511127710342407,
2152.01,395393265,train,1,CP,0.4927818775177002,
2153.01,406855039,train,0,FP,0.37746548652648926,
2154.01,428787891,train,1,CP,0.5236964225769043,
2155.01,461591646,train,1,CP,0.5884186625480652,
2156.01,258402425,train,0,FP,9.208815026795492e-05,
2157.01,298495970,train,0,FP,0.3595925569534302,
2158.01,342642208,train,1,CP,0.42003893852233887,
216.01,55652896,train,1,CP,0.3653266727924347,
216.02,55652896,train,1,CP,0.3653266727924347,
2161.01,366563452,train,0,FP,0.49054959416389465,
2162.01,284564230,train,0,FP,0.4543784260749817,
2164.01,49967354,train,0,FP,0.4730936884880066,
2167.01,160162987,train,0,FP,0.48485589027404785,
2168.01,364075352,train,0,FP,0.5347064137458801,
217.01,260043723,train,0,FP,0.5096360445022583,
2171.01,75656058,train,0,FA,0.44254010915756226,
2172.01,76197937,train,0,FA,0.5322573781013489,
2173.01,293567206,train,0,FP,0.43524304032325745,
2179.01,237913194,train,1,CP,0.48664018511772156,
2180.01,298663873,train,1,CP,0.5068570375442505,
2184.01,176956893,train,1,CP,0.4705580472946167,
219.01,260609205,train,0,FP,0.6397808790206909,
2193.01,401604346,train,1,CP,0.45273131132125854,
2194.01,271478281,train,1,CP,0.47838079929351807,
2196.01,372172128,train,1,CP,0.5018966197967529,
220.01,150098860,train,1,CP,0.5028105974197388,
2202.01,358107516,train,1,CP,0.4129948616027832,
2205.01,260298958,train,0,FP,0.47641485929489136,
2207.01,90850770,train,1,CP,0.5569186210632324,
221.01,316937670,train,0,FP,0.39336249232292175,
2211.01,212253390,train,1,CP,0.5330473184585571,
2215.01,425561347,train,1,CP,0.5248497128486633,
2221.01,441420236,train,1,CP,0.4878237843513489,
223.01,326453034,train,0,FA,0.5592403411865234,
